locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
25,03/04/2014 12:08,178.1,PW09B,1,Paul Inkenbrandt,,,,
24,03/04/2014 12:09,177.68,PW09A,1.09,Paul Inkenbrandt,,,,
14,03/04/2014 12:31,109.38,PW06A,1.12,Paul Inkenbrandt,,,,
15,03/04/2014 12:33,109.1,PW06B,1.04,Paul Inkenbrandt,,,,
16,03/04/2014 12:34,108.8,PW06C,0.75,Paul Inkenbrandt,,,,
17,03/04/2014 12:38,109.73,PW06D,1.71,Paul Inkenbrandt,,,,
18,03/04/2014 12:43,83.43,PW06MX,0.39,Paul Inkenbrandt,,,,
69,03/04/2014 13:14,42.94,Twin Springs MX,0.21,Paul Inkenbrandt,,,,
60,03/04/2014 13:21,1.98,SG24C,1.91,Paul Inkenbrandt,,,,
59,03/04/2014 13:24,3.72,SG24B,1.78,Paul Inkenbrandt,,,,
58,03/04/2014 13:28,5.62,SG24A,3.02,Paul Inkenbrandt,,,,
68,03/04/2014 13:50,4.87,SG27,2.06,Paul Inkenbrandt,,,,
67,03/04/2014 14:34,1.1,SG26C,3.56,Paul Inkenbrandt,,,,
66,03/04/2014 14:36,1.35,SG26B,2.74,Paul Inkenbrandt,,,,
65,03/04/2014 14:42,4.03,SG26A,2.22,Paul Inkenbrandt,,,,
70,03/04/2014 15:43,21.59,Snake Valley North MX,2.13,Paul Inkenbrandt,,,,
74,03/04/2014 16:08,45.33,Baker Creek,0.79,Paul Inkenbrandt,,,,
62,03/05/2014 09:21,4.57,SG25B,2.22,Paul Inkenbrandt,,,,
63,03/05/2014 09:25,1.82,SG25C,2.16,Paul Inkenbrandt,,,,
61,03/05/2014 09:26,4.66,SG25A,2.1,Paul Inkenbrandt,,,,
64,03/05/2014 09:40,8.55,SG25D,2.32,Paul Inkenbrandt,,,,
47,03/05/2014 10:35,756.62,PW18,0.97,Paul Inkenbrandt,,,,
51,03/05/2014 11:16,293.33,PW20,0.93,Paul Inkenbrandt,,,,
45,03/05/2014 12:22,84.05,PW17C,2.01,Paul Inkenbrandt,,,,
43,03/05/2014 12:24,84.4,PW17A,1.79,Paul Inkenbrandt,,,,
44,03/05/2014 12:24,83.84,PW17B,2.01,Paul Inkenbrandt,,,,
75,03/05/2014 13:31,54.26,Central Tule MX,3.11,Paul Inkenbrandt,,,,
27,03/05/2014 14:03,520.86,PW10B,2.07,Paul Inkenbrandt,,,,
26,03/05/2014 14:07,541.8,PW10A,1.89,Paul Inkenbrandt,,,,
6,03/05/2014 16:22,207.14,PW03A,2.2,Paul Inkenbrandt,,,,
7,03/05/2014 16:24,200.9,PW03B,1.85,Paul Inkenbrandt,,,,
8,03/05/2014 16:32,178.56,PW03Z,1.74,Paul Inkenbrandt,,,,
136,03/06/2014 09:31,57,Callao Agricultural Well,0.69,Paul Inkenbrandt,,,,
52,03/06/2014 10:09,7.89,SG21A,2.43,Paul Inkenbrandt,,,,
53,03/06/2014 10:10,7.82,SG21B,2.36,Paul Inkenbrandt,,,,
54,03/06/2014 10:11,4.85,SG21C,2.51,Paul Inkenbrandt,,,,
55,03/06/2014 10:29,5.4,SG22A,2.83,Paul Inkenbrandt,,,,
56,03/06/2014 10:34,-2.47,SG22B,3.26,Paul Inkenbrandt,,,,
48,03/06/2014 11:20,197.61,PW19A,2.17,Paul Inkenbrandt,,,,
50,03/06/2014 11:22,198,PW19C,2.46,Paul Inkenbrandt,,,,
49,03/06/2014 11:30,195,PW19B,1.69,Paul Inkenbrandt,,,,
21,06/02/2014 13:08,41.08,PW07MX,3.39,Paul Inkenbrandt,,,,
20,06/02/2014 13:17,48.52,PW07B,1.85,Paul Inkenbrandt,,,,
19,06/02/2014 13:20,46.57,PW07A,1.6,Paul Inkenbrandt,,,,
23,06/02/2014 14:01,100.87,PW08B,1.81,Paul Inkenbrandt,,,,
22,06/02/2014 14:07,101.21,PW08A,1.28,Paul Inkenbrandt,,,,
31,06/02/2014 14:33,210.27,PW11E,2.03,Paul Inkenbrandt,,,,
30,06/02/2014 14:35,210.38,PW11D,2.06,Paul Inkenbrandt,,,,
29,06/02/2014 14:53,214.98,PW11C,1.04,Paul Inkenbrandt,,,,
28,06/02/2014 14:55,215.45,PW11B,1.26,Paul Inkenbrandt,,,,
72,06/02/2014 15:11,8.33,Needle Point BLM,1.9,Paul Inkenbrandt,,,,
57,06/02/2014 15:17,9.27,SG23B,2.43,Paul Inkenbrandt,,,,
4,06/02/2014 15:46,31.77,PW02A,1.43,Paul Inkenbrandt,,,,
5,06/02/2014 15:49,30.75,PW02B,1.41,Paul Inkenbrandt,,,,
1,06/02/2014 16:21,101.91,PW01A,2.58,Paul Inkenbrandt,,,,
2,06/02/2014 16:26,102.39,PW01B,2.28,Paul Inkenbrandt,,,,
3,06/02/2014 16:29,123.28,PW01C,2.18,Paul Inkenbrandt,,,,
71,06/02/2014 16:35,71.45,Snake Valley South MX,2.15,Paul Inkenbrandt,,,,
9,06/03/2014 08:19,593.03,PW04A,2.02,Paul Inkenbrandt,,,,
10,06/03/2014 08:26,592.77,PW04B,1.71,Paul Inkenbrandt,,,,
39,06/03/2014 08:57,83.15,AG15,1.56,Paul Inkenbrandt,,,,
42,06/03/2014 09:16,16.83,AG16C,1.69,Paul Inkenbrandt,,,,
41,06/03/2014 09:19,27.59,AG16B,1.09,Paul Inkenbrandt,,,,
40,06/03/2014 09:23,23.68,AG16A,1.98,Paul Inkenbrandt,,,,
35,06/03/2014 09:43,75.76,AG13C,1.95,Paul Inkenbrandt,,,,
34,06/03/2014 09:46,74.68,AG13B,1.47,Paul Inkenbrandt,,,,
33,06/03/2014 09:53,69.41,AG13A,1.34,Paul Inkenbrandt,,,,
11,06/03/2014 10:16,56.13,PW05A,1.86,Paul Inkenbrandt,,,,
12,06/03/2014 10:17,40.65,PW05B,1.63,Paul Inkenbrandt,,,,
13,06/03/2014 10:18,39.21,PW05C,1.39,Paul Inkenbrandt,,,,
36,06/03/2014 11:00,29.45,AG14A,1.57,Paul Inkenbrandt,,,,
37,06/03/2014 11:03,28.01,AG14B,0.84,Paul Inkenbrandt,,,,
38,06/03/2014 11:04,22.03,AG14C,0.46,Paul Inkenbrandt,,,,
73,06/03/2014 11:17,79.97,Eskdale MX,4.19,Paul Inkenbrandt,,,,
25,06/03/2014 11:26,178.16,PW09B,1,Paul Inkenbrandt,,,,
14,06/03/2014 11:55,109.34,PW06A,1.12,Paul Inkenbrandt,,,,
15,06/03/2014 11:57,109.09,PW06B,1.04,Paul Inkenbrandt,,,,
16,06/03/2014 11:58,108.9,PW06C,0.75,Paul Inkenbrandt,,,,
17,06/03/2014 12:03,109.78,PW06D,1.71,Paul Inkenbrandt,,,,
18,06/03/2014 12:10,83.41,PW06MX,0.39,Paul Inkenbrandt,,,,
24,06/03/2014 12:48,177.7,PW09A,1.09,Paul Inkenbrandt,,,,
58,06/03/2014 13:40,6.29,SG24A,3.02,Paul Inkenbrandt,,,,
59,06/03/2014 13:42,4.07,SG24B,1.78,Paul Inkenbrandt,,,,
60,06/03/2014 13:44,1.82,SG24C,1.91,Paul Inkenbrandt,,,,
68,06/03/2014 14:01,5.93,SG27,2.06,Paul Inkenbrandt,,,,
69,06/03/2014 14:30,43,Twin Springs MX,0.21,Paul Inkenbrandt,,,,
65,06/03/2014 14:35,4.85,SG26A,2.22,Paul Inkenbrandt,,,,
66,06/03/2014 14:37,1.9,SG26B,2.74,Paul Inkenbrandt,,,,
67,06/03/2014 14:41,1.66,SG26C,3.56,Paul Inkenbrandt,,,,
70,06/03/2014 16:00,21.95,Snake Valley North MX,2.13,Paul Inkenbrandt,,,,
74,06/03/2014 16:07,45.42,Baker Creek,0.79,Paul Inkenbrandt,,,,
62,06/04/2014 08:23,4.91,SG25B,2.22,Paul Inkenbrandt,,,,
63,06/04/2014 08:25,2.07,SG25C,2.16,Paul Inkenbrandt,,,,
61,06/04/2014 08:27,4.97,SG25A,2.1,Paul Inkenbrandt,,,,
64,06/04/2014 08:39,8.94,SG25D,2.32,Paul Inkenbrandt,,,,
47,06/04/2014 09:37,756.64,PW18,0.97,Paul Inkenbrandt,,,,
51,06/04/2014 10:47,293.29,PW20,0.93,Paul Inkenbrandt,,,,
46,06/04/2014 11:42,149.78,Coyote Knolls MX,3.52,Paul Inkenbrandt,,,,
43,06/04/2014 12:03,84.37,PW17A,1.79,Paul Inkenbrandt,,,,
44,06/04/2014 12:05,83.78,PW17B,2.01,Paul Inkenbrandt,,,,
45,06/04/2014 12:11,84,PW17C,2.01,Paul Inkenbrandt,,,,
75,06/04/2014 13:04,54.25,Central Tule MX,3.11,Paul Inkenbrandt,,,,
27,06/04/2014 13:30,520.69,PW10B,2.07,Paul Inkenbrandt,,,,
26,06/04/2014 13:37,541.62,PW10A,1.89,Paul Inkenbrandt,,,,
6,06/04/2014 14:51,207.3,PW03A,2.2,Paul Inkenbrandt,,,,
7,06/04/2014 14:54,200.99,PW03B,1.85,Paul Inkenbrandt,,,,
8,06/04/2014 15:24,178.66,PW03Z,1.74,Paul Inkenbrandt,,,,
136,06/05/2014 08:55,60.32,Callao Agricultural Well,0.69,Paul Inkenbrandt,,,,
52,06/05/2014 09:35,7.93,SG21A,2.43,Paul Inkenbrandt,,,,
53,06/05/2014 09:36,7.82,SG21B,2.36,Paul Inkenbrandt,,,,
54,06/05/2014 09:37,4.92,SG21C,2.51,Paul Inkenbrandt,,,,
55,06/05/2014 09:53,5.25,SG22A,2.83,Paul Inkenbrandt,,,,
48,06/05/2014 10:50,197.66,PW19A,2.17,Paul Inkenbrandt,,,,
50,06/05/2014 10:55,198.02,PW19C,2.46,Paul Inkenbrandt,,,,
49,06/05/2014 11:22,195.01,PW19B,1.69,Paul Inkenbrandt,,,,
1075,06/15/2014 12:15,0.9,1075,0.42,,,,,
1051,06/15/2014 13:15,2.29,1051,0.88,,,,,
1050,06/15/2014 13:30,3.99,1050,0.92,,,,,
1077,06/15/2014 13:50,2.25,1077,0.97,,,,,
1078,06/15/2014 14:10,1.57,1078,0.14,,,,,
1072,06/15/2014 14:54,3.95,1072,0.53,,,,,
1073,06/15/2014 15:30,0.75,1073,0.02,,,,,
1049,06/15/2014 15:40,1.23,1049,1.17,,,,,
1048,06/15/2014 16:00,0.65,1048,1.09,,,,,
1070,06/15/2014 16:00,0.29,1070,-0.03,,,,,
1071,06/15/2014 16:10,0,1071,0.04,,,,,
1074,06/16/2014 19:55,2.25,1074,0.97,,,,,
1061,06/17/2014 00:00,-0.27,1061,1.04,,,,,
1027,06/17/2014 08:30,3.73,1027,0.2,,,,,
1028,06/17/2014 08:40,1.38,1028,0.12,,,,,
1029,06/17/2014 08:45,1.64,1029,0.16,,,,,
1030,06/17/2014 08:50,1.04,1030,0.24,,,,,
1031,06/17/2014 08:59,0.91,1031,0.2,,,,,
1032,06/17/2014 09:10,1.61,1032,0.78,,,,,
1033,06/17/2014 09:20,0.66,1033,0.39,,,,,
1034,06/17/2014 09:30,0.47,1034,0.26,,,,,
1035,06/17/2014 09:35,0.35,1035,0.08,,,,,
1036,06/17/2014 09:50,1.57,1036,0.24,,,,,
1067,06/17/2014 12:59,0.73,1067,-0.09,,,,,
1065,06/17/2014 13:10,0.26,1065,1.37,,,,,
1080,06/17/2014 17:55,1.6,1080,0.22,,,,,
1079,06/17/2014 18:17,0.9,1079,0.84,,,,,
1060,06/18/2014 07:05,1.28,1060,0.19,,,,,
1059,06/18/2014 07:10,2.35,1059,0.3,,,,,
1058,06/18/2014 07:20,2.25,1058,0.19,,,,,
1054,06/18/2014 09:08,1.28,1054,0.65,,,,,
1055,06/18/2014 09:08,0.8,1055,0.18,,,,,
1056,06/18/2014 09:08,1.73,1056,0.18,,,,,
1057,06/18/2014 09:08,1.29,1057,0.28,,,,,
1053,06/18/2014 09:16,0.56,1053,0.16,,,,,
1052,06/18/2014 09:24,0.56,1052,0.1,,,,,
1047,06/18/2014 09:33,0.98,1047,0.17,,,,,
1046,06/18/2014 09:44,0.98,1046,0.2,,,,,
1039,06/18/2014 09:49,0.94,1039,0.13,,,,,
1045,06/18/2014 09:53,0.78,1045,0.14,,,,,
1044,06/18/2014 09:57,0.98,1044,0.33,,,,,
1043,06/18/2014 10:06,1.18,1043,0.25,,,,,
1042,06/18/2014 10:11,1.99,1042,0.26,,,,,
1041,06/18/2014 10:20,2.9,1041,0.14,,,,,
1024,06/18/2014 10:37,2.26,1024,1,,,,,
1025,06/18/2014 10:42,3.49,1025,0.27,,,,,
1026,06/18/2014 10:49,0.81,1026,0.16,,,,,
1022,06/18/2014 11:04,3.09,1022,0.19,,,,,
1023,06/18/2014 11:09,3.56,1023,0.3,,,,,
1038,06/18/2014 11:20,3.84,1038,0.6,,,,,
1037,06/18/2014 11:25,1.43,1037,0.3,,,,,
1004,06/18/2014 12:41,1.99,1004,0.34,,,,,
1002,06/18/2014 12:46,3.23,1002,0.89,,,,,
1001,06/18/2014 12:50,2.65,1001,1.31,,,,,
1003,06/18/2014 13:02,0.75,1003,0.97,,,,,
1010,06/18/2014 13:26,3.27,1010,0.25,,,,,
1008,06/18/2014 13:35,1.36,1008,0.25,,,,,
1009,06/18/2014 13:40,1.51,1009,0.15,,,,,
1081,06/18/2014 13:44,2.74,1081,0.45,,,,,
1005,06/18/2014 13:50,3.06,1005,0.24,,,,,
1006,06/18/2014 14:00,1.2,1006,0.25,,,,,
1007,06/18/2014 14:20,1.13,1007,1.11,,,,,
1062,09/02/2014 16:00,1.38,1062,0.46,,,,,
32,09/08/2014 12:37,1428.65,PW12,2.31,Paul Inkenbrandt,,,,
21,09/08/2014 13:37,41.28,PW07MX,3.39,Paul Inkenbrandt,,,,
19,09/08/2014 13:41,46.7,PW07A,1.6,Paul Inkenbrandt,,,,
20,09/08/2014 13:43,48.55,PW07B,1.85,Paul Inkenbrandt,,,,
23,09/08/2014 14:20,101.11,PW08B,1.81,Paul Inkenbrandt,,,,
22,09/08/2014 14:27,101.45,PW08A,1.28,Paul Inkenbrandt,,,,
31,09/08/2014 14:42,210.35,PW11E,2.03,Paul Inkenbrandt,,,,
30,09/08/2014 14:44,210.45,PW11D,2.06,Paul Inkenbrandt,,,,
29,09/08/2014 14:52,215.04,PW11C,1.04,Paul Inkenbrandt,,,,
28,09/08/2014 14:54,215.51,PW11B,1.26,Paul Inkenbrandt,,,,
57,09/08/2014 15:27,10.24,SG23B,2.43,Paul Inkenbrandt,,,,
72,09/08/2014 15:28,9.3,Needle Point BLM,1.9,Paul Inkenbrandt,,,,
71,09/08/2014 15:47,71.77,Snake Valley South MX,2.15,Paul Inkenbrandt,,,,
4,09/08/2014 15:57,31.92,PW02A,1.43,Paul Inkenbrandt,,,,
5,09/08/2014 15:58,30.77,PW02B,1.41,Paul Inkenbrandt,,,,
42,09/08/2014 16:16,17.03,AG16C,1.69,Paul Inkenbrandt,,,,
41,09/08/2014 16:19,31.05,AG16B,1.09,Paul Inkenbrandt,,,,
40,09/08/2014 16:23,26.4,AG16A,1.98,Paul Inkenbrandt,,,,
9,09/09/2014 08:42,592.98,PW04A,2.02,Paul Inkenbrandt,,,,
10,09/09/2014 08:47,592.72,PW04B,1.71,Paul Inkenbrandt,,,,
39,09/09/2014 09:24,85.05,AG15,1.56,Paul Inkenbrandt,,,,
1,09/09/2014 09:54,103.09,PW01A,2.58,Paul Inkenbrandt,,,,
2,09/09/2014 09:58,103.66,PW01B,2.28,Paul Inkenbrandt,,,,
3,09/09/2014 10:00,123.31,PW01C,2.18,Paul Inkenbrandt,,,,
35,09/09/2014 10:10,84.78,AG13C,1.95,Paul Inkenbrandt,,,,
34,09/09/2014 10:12,83.6,AG13B,1.47,Paul Inkenbrandt,,,,
33,09/09/2014 10:19,75.18,AG13A,1.34,Paul Inkenbrandt,,,,
11,09/09/2014 10:42,56.4,PW05A,1.86,Paul Inkenbrandt,,,,
12,09/09/2014 10:46,41.02,PW05B,1.63,Paul Inkenbrandt,,,,
13,09/09/2014 10:46,39.5,PW05C,1.39,Paul Inkenbrandt,,,,
36,09/09/2014 11:17,30.74,AG14A,1.57,Paul Inkenbrandt,,,,
38,09/09/2014 11:20,23.25,AG14C,0.46,Paul Inkenbrandt,,,,
37,09/09/2014 11:21,29.46,AG14B,0.84,Paul Inkenbrandt,,,,
73,09/09/2014 11:37,80.47,Eskdale MX,4.19,Paul Inkenbrandt,,,,
25,09/09/2014 11:46,178.72,PW09B,1,Paul Inkenbrandt,,,,
24,09/09/2014 11:50,178.22,PW09A,1.09,Paul Inkenbrandt,,,,
14,09/09/2014 12:10,109.5,PW06A,1.12,Paul Inkenbrandt,,,,
15,09/09/2014 12:12,109.31,PW06B,1.04,Paul Inkenbrandt,,,,
16,09/09/2014 12:15,109.05,PW06C,0.75,Paul Inkenbrandt,,,,
17,09/09/2014 12:17,109.95,PW06D,1.71,Paul Inkenbrandt,,,,
18,09/09/2014 12:29,83.52,PW06MX,0.39,Paul Inkenbrandt,,,,
59,09/09/2014 13:32,3.35,SG24B,1.78,Paul Inkenbrandt,,,,
58,09/09/2014 13:33,5.15,SG24A,3.02,Paul Inkenbrandt,,,,
60,09/09/2014 13:34,2.12,SG24C,1.91,Paul Inkenbrandt,,,,
68,09/09/2014 13:56,9,SG27,2.06,Paul Inkenbrandt,,,,
69,09/09/2014 14:24,43.06,Twin Springs MX,0.21,Paul Inkenbrandt,,,,
70,09/09/2014 15:10,22.28,Snake Valley North MX,2.13,Paul Inkenbrandt,,,,
74,09/09/2014 15:42,45.7,Baker Creek,0.79,Paul Inkenbrandt,,,,
65,09/10/2014 08:22,5.91,SG26A,2.22,Paul Inkenbrandt,,,,
66,09/10/2014 08:24,2.47,SG26B,2.74,Paul Inkenbrandt,,,,
67,09/10/2014 08:28,2.39,SG26C,3.56,Paul Inkenbrandt,,,,
63,09/10/2014 09:10,2.51,SG25C,2.16,Paul Inkenbrandt,,,,
62,09/10/2014 09:12,5.29,SG25B,2.22,Paul Inkenbrandt,,,,
61,09/10/2014 09:16,5.2,SG25A,2.1,Paul Inkenbrandt,,,,
64,09/10/2014 09:22,9.48,SG25D,2.32,Paul Inkenbrandt,,,,
47,09/10/2014 10:13,756.8,PW18,0.97,Paul Inkenbrandt,,,,
51,09/10/2014 11:32,293.5,PW20,0.93,Paul Inkenbrandt,,,,
46,09/10/2014 12:17,149.9,Coyote Knolls MX,3.52,Paul Inkenbrandt,,,,
43,09/10/2014 12:28,84.53,PW17A,1.79,Paul Inkenbrandt,,,,
44,09/10/2014 12:31,83.99,PW17B,2.01,Paul Inkenbrandt,,,,
45,09/10/2014 12:34,84.25,PW17C,2.01,Paul Inkenbrandt,,,,
75,09/10/2014 13:29,54.38,Central Tule MX,3.11,Paul Inkenbrandt,,,,
27,09/10/2014 13:54,520.8,PW10B,2.07,Paul Inkenbrandt,,,,
26,09/10/2014 14:00,541.57,PW10A,1.89,Paul Inkenbrandt,,,,
6,09/10/2014 15:17,207.94,PW03A,2.2,Paul Inkenbrandt,,,,
7,09/10/2014 15:19,201.64,PW03B,1.85,Paul Inkenbrandt,,,,
8,09/10/2014 15:28,179.37,PW03Z,1.74,Paul Inkenbrandt,,,,
136,09/11/2014 08:57,63.25,Callao Agricultural Well,0.69,Paul Inkenbrandt,,,,
53,09/11/2014 09:33,7.7,SG21B,2.36,Paul Inkenbrandt,,,,
52,09/11/2014 09:36,7.71,SG21A,2.43,Paul Inkenbrandt,,,,
54,09/11/2014 09:39,4.85,SG21C,2.51,Paul Inkenbrandt,,,,
56,09/11/2014 10:04,-2.38,SG22B,3.26,Paul Inkenbrandt,,,,
55,09/11/2014 10:08,4.88,SG22A,2.83,Paul Inkenbrandt,,,,
50,09/11/2014 10:55,198.1,PW19C,2.46,Paul Inkenbrandt,,,,
48,09/11/2014 10:58,197.72,PW19A,2.17,Paul Inkenbrandt,,,,
49,09/11/2014 11:18,195.2,PW19B,1.69,Paul Inkenbrandt,,,,
1050,10/30/2014 08:00,1.19,1050,0.98,,,,,
1048,10/30/2014 09:00,0.89,1048,0.86,,,,,
1032,10/30/2014 12:00,1.4,1032,0.17,,,,,
1027,10/30/2014 13:00,2.85,1027,0.81,,,,,
1034,10/30/2014 16:00,0.25,1034,1.21,,,,,
1059,10/31/2014 00:00,1.66,1059,1.18,,,,,
1064,10/31/2014 00:00,0.07,1064,0.65,,,,,
1058,10/31/2014 09:00,0.53,1058,1.13,,,,,
1060,10/31/2014 09:00,0.55,1060,0.97,,,,,
1017,10/31/2014 15:00,0.76,1017,1.03,,,,,
1066,10/31/2014 17:00,0.57,1066,0.81,,,,,
32,12/08/2014 12:55,1428.75,PW12,2.31,Hugh Hurlow,,,,
21,12/08/2014 14:07,41.35,PW07MX,3.39,Hugh Hurlow,,,,
19,12/08/2014 14:11,46.73,PW07A,1.6,Hugh Hurlow,,,,
20,12/08/2014 14:14,48.72,PW07B,1.85,Hugh Hurlow,,,,
23,12/08/2014 14:54,101.45,PW08B,1.81,Hugh Hurlow,,,,
22,12/08/2014 14:56,101.49,PW08A,1.28,Hugh Hurlow,,,,
30,12/08/2014 15:12,210.5,PW11D,2.06,Hugh Hurlow,,,,
31,12/08/2014 15:15,210.41,PW11E,2.03,Hugh Hurlow,,,,
28,12/08/2014 15:31,215.6,PW11B,1.26,Hugh Hurlow,,,,
29,12/08/2014 15:34,215.12,PW11C,1.04,Hugh Hurlow,,,,
72,12/08/2014 16:07,8.45,Needle Point BLM,1.9,Hugh Hurlow,,,,
57,12/08/2014 16:09,9.37,SG23B,2.43,Hugh Hurlow,,,,
71,12/08/2014 16:31,71.61,Snake Valley South MX,2.15,Hugh Hurlow,,,,
4,12/08/2014 16:42,31.21,PW02A,1.43,Hugh Hurlow,,,,
5,12/08/2014 16:44,30.08,PW02B,1.41,Hugh Hurlow,,,,
9,12/09/2014 08:55,593.02,PW04A,2.02,Hugh Hurlow,,,,
10,12/09/2014 09:01,592.74,PW04B,1.71,Hugh Hurlow,,,,
39,12/09/2014 09:41,84.07,AG15,1.56,Hugh Hurlow,,,,
40,12/09/2014 10:00,21.57,AG16A,1.98,Hugh Hurlow,,,,
41,12/09/2014 10:05,19.78,AG16B,1.09,Hugh Hurlow,,,,
42,12/09/2014 10:07,17.2,AG16C,1.69,Hugh Hurlow,,,,
1,12/09/2014 10:44,102.59,PW01A,2.58,Hugh Hurlow,,,,
2,12/09/2014 10:46,102.71,PW01B,2.28,Hugh Hurlow,,,,
3,12/09/2014 10:48,123.32,PW01C,2.18,Hugh Hurlow,,,,
34,12/09/2014 11:01,75.11,AG13B,1.47,Hugh Hurlow,,,,
35,12/09/2014 11:03,75.81,AG13C,1.95,Hugh Hurlow,,,,
33,12/09/2014 11:07,74.04,AG13A,1.34,Hugh Hurlow,,,,
11,12/09/2014 12:03,56.5,PW05A,1.86,Hugh Hurlow,,,,
12,12/09/2014 12:05,41.33,PW05B,1.63,Hugh Hurlow,,,,
13,12/09/2014 12:06,39.88,PW05C,1.39,Hugh Hurlow,,,,
74,12/09/2014 12:38,45.86,Baker Creek,0.79,Hugh Hurlow,,,,
36,12/09/2014 12:51,30.2,AG14A,1.57,Hugh Hurlow,,,,
37,12/09/2014 12:54,28.62,AG14B,0.84,Hugh Hurlow,,,,
38,12/09/2014 12:56,22.69,AG14C,0.46,Hugh Hurlow,,,,
73,12/09/2014 13:29,80.6,Eskdale MX,4.19,Hugh Hurlow,,,,
25,12/09/2014 13:40,178.86,PW09B,1,Hugh Hurlow,,,,
24,12/09/2014 13:44,178.43,PW09A,1.09,Hugh Hurlow,,,,
14,12/09/2014 14:09,109.6,PW06A,1.12,Hugh Hurlow,,,,
15,12/09/2014 14:17,109.32,PW06B,1.04,Hugh Hurlow,,,,
16,12/09/2014 14:19,109.05,PW06C,0.75,Hugh Hurlow,,,,
17,12/09/2014 14:21,109.96,PW06D,1.71,Hugh Hurlow,,,,
18,12/09/2014 14:27,83.6,PW06MX,0.39,Hugh Hurlow,,,,
69,12/09/2014 15:09,42.96,Twin Springs MX,0.21,Hugh Hurlow,,,,
60,12/09/2014 15:20,1.75,SG24C,1.91,Hugh Hurlow,,,,
59,12/09/2014 15:21,3.11,SG24B,1.78,Hugh Hurlow,,,,
58,12/09/2014 15:23,4.98,SG24A,3.02,Hugh Hurlow,,,,
68,12/09/2014 16:03,7.69,SG27,2.06,Hugh Hurlow,,,,
65,12/09/2014 16:36,4.28,SG26A,2.22,Hugh Hurlow,,,,
66,12/09/2014 16:37,1.72,SG26B,2.74,Hugh Hurlow,,,,
67,12/09/2014 16:39,1.54,SG26C,3.56,Hugh Hurlow,,,,
70,12/10/2014 08:07,22.14,Snake Valley North MX,2.13,Hugh Hurlow,,,,
61,12/10/2014 09:08,4.79,SG25A,2.1,Hugh Hurlow,,,,
62,12/10/2014 09:10,4.8,SG25B,2.22,Hugh Hurlow,,,,
63,12/10/2014 09:12,2,SG25C,2.16,Hugh Hurlow,,,,
64,12/10/2014 09:21,8.85,SG25D,2.32,Hugh Hurlow,,,,
47,12/10/2014 10:36,756.75,PW18,0.97,Hugh Hurlow,,,,
51,12/10/2014 12:07,293.43,PW20,0.93,Hugh Hurlow,,,,
46,12/10/2014 13:04,149.94,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
43,12/10/2014 13:16,84.59,PW17A,1.79,Hugh Hurlow,,,,
44,12/10/2014 13:21,83.94,PW17B,2.01,Hugh Hurlow,,,,
45,12/10/2014 13:25,84.14,PW17C,2.01,Hugh Hurlow,,,,
75,12/10/2014 14:34,54.35,Central Tule MX,3.11,Hugh Hurlow,,,,
27,12/10/2014 15:03,520.83,PW10B,2.07,Hugh Hurlow,,,,
26,12/10/2014 15:10,541.43,PW10A,1.89,Hugh Hurlow,,,,
6,12/10/2014 16:24,209.38,PW03A,2.2,Hugh Hurlow,,,,
7,12/10/2014 16:27,203.26,PW03B,1.85,Hugh Hurlow,,,,
8,12/10/2014 16:39,180.89,PW03Z,1.74,Hugh Hurlow,,,,
136,12/11/2014 09:47,58.89,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,12/11/2014 10:27,7.47,SG21A,2.43,Hugh Hurlow,,,,
53,12/11/2014 10:28,7.68,SG21B,2.36,Hugh Hurlow,,,,
54,12/11/2014 10:29,4.82,SG21C,2.51,Hugh Hurlow,,,,
55,12/11/2014 10:48,5.3,SG22A,2.83,Hugh Hurlow,,,,
56,12/11/2014 10:57,-2.41,SG22B,3.26,Hugh Hurlow,,,,
48,12/11/2014 11:49,197.85,PW19A,2.17,Hugh Hurlow,,,,
50,12/11/2014 11:54,198.13,PW19C,2.46,Hugh Hurlow,,,,
49,12/11/2014 12:03,195.15,PW19B,1.69,Hugh Hurlow,,,,
1061,12/17/2014 00:00,-0.27,1061,1.13,,,,,
1066,12/17/2014 00:00,0.57,1066,0.81,,,,,
1001,12/17/2014 12:00,1.33,1001,1.32,,,,,
1002,12/17/2014 12:00,2.14,1002,0.89,,,,,
1004,12/17/2014 12:00,1.8,1004,1.1,,,,,
1003,12/17/2014 13:00,0.76,1003,1.07,,,,,
1005,12/17/2014 13:00,1.94,1005,0.88,,,,,
1006,12/17/2014 13:00,0.75,1006,1.11,,,,,
1008,12/17/2014 13:00,1.14,1008,1.05,,,,,
1009,12/17/2014 13:00,1.2,1009,0.94,,,,,
1010,12/17/2014 13:00,2.23,1010,1.05,,,,,
1007,12/17/2014 14:00,0.95,1007,1.11,,,,,
1063,12/17/2014 14:00,1.25,1063,0.71,,,,,
1069,12/17/2014 14:00,-0.67,1069,0.65,,,,,
1015,12/17/2014 15:00,2.18,1015,0.78,,,,,
1018,12/17/2014 15:00,0.65,1018,0.71,,,,,
1019,12/17/2014 15:00,0.58,1019,1.03,,,,,
1020,12/17/2014 15:00,1.82,1020,0.68,,,,,
