"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
295,"410532111555301","B-109","Well",NULL,"16020102","160201020504",NULL,87,"41.09234400","-111.93149200",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4753.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Piezometer",NULL,NULL,"ft",NULL,"Sunset Drive Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19.72000000",NULL,NULL,NULL,NULL,"0",NULL,"1",41,NULL,NULL,"SunsetDr_B-109small.jpg","Well paved over after 7/6/2012",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A18881FB9C0396D982F0BB08656F6C6F","-0.31000000"
244,"384755114003402","AG16C","Well",NULL,"16020301","160203010905","Snake Valley Wells",42,"38.79873700","-114.00934600",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5414.50000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431629",NULL,"317.00000000",NULL,NULL,"384755114003402",431629,"1",NULL,"1",16,"0818007M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/AG16BC-multi.pdf","Snake Valley images/Site 16 photo.jpg","Logger removed for sampling 7/30/09-7/31/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-AG16BC-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.10000000","2009-12-02 00:00:00",NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B4E7D6A88F0399DEAB99A9083A303000","1.69000000"
245,"392840113330402","PW17A","Well",NULL,"16020303","160203030202","Snake Valley Wells",43,"39.47797000","-113.55109400",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4507.50000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431965",NULL,"183.00000000",NULL,NULL,"392840113330402",431965,"1",NULL,"1",17,"0818014M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW17BC-multi.pdf","Snake Valley images/Site 17 photo.jpg","Battery dead 9/1/11-9/14/11","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW17A-lithlog.pdf",NULL,"Global Water","0.15000001","2009-12-03 00:00:00",NULL,"9027",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BFECBEB8920398F8E4DCAE0800000000","1.79000000"
246,"392840113330401","PW17B","Well",NULL,"16020303","160203030202","Snake Valley Wells",44,"39.47793000","-113.55101000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4506.90000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431964",NULL,"590.00000000",NULL,NULL,"392840113330401",431964,"1",NULL,"1",17,"0818014M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW17BC-multi.pdf","Snake Valley images/Site 17 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW17BC-lithlog.pdf",NULL,"Solinst","0.20000000","2010-03-03 00:00:00",NULL,"9027",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000096C1C7B89203AAA2DFDCAE0800000000","2.01000000"
247,"392840113330403","PW17C","Well",NULL,"16020303","160203030202","Snake Valley Wells",45,"39.47793000","-113.55101000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4506.90000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431964",NULL,"590.00000000",NULL,NULL,"392840113330401",431964,"1",NULL,"1",17,"0818014M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW17BC-multi.pdf","Snake Valley images/Site 17 photo.jpg","Logger removed for sampling 5/20/09-6/3/09; batteries dead from 2/25/11-3/2/11","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW17BC-lithlog.pdf",NULL,"Global Water","0.20000000","2009-12-03 00:00:00",NULL,"9027",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000096C1C7B89203AAA2DFDCAE0845344443","2.01000000"
312,"401716111380501","B-6","Well",NULL,"16020203","160202030505",NULL,106,"40.28768100","-111.63467200",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5351.00000000","ft","Digital Elevation Model","NAVD88","UT","049","Piezometer",NULL,NULL,"ft",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26.10000000",NULL,NULL,NULL,NULL,"0",NULL,"1",46,NULL,NULL,"SherwoodHills_B-6small.jpg",NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BC82CCE29E03AFCB869AB50831000B8D","-0.01000000"
248,"393914113400701","PW18","Well",NULL,"16020306","160203060103","Snake Valley Wells",47,"39.65385400","-113.66857000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5185.00000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432005",NULL,"1003.00000000",NULL,NULL,"393914113400701",432005,"1",NULL,"1",18,"0818017M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW18A-multi.pdf","Snake Valley images/Site 18 photo.jpg","Logger removed for sampling 11/04/10 and 11/16/10-11/17/10;  Hole blocked by equipment 9/14/11 to present","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW18-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW18-development.xls","Solinst","0.00000000","2009-12-03 00:00:00",NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000AB9CD2DD9103A8B5E399B00800000000","0.97000000"
249,"393803113161601","PW19A","Well",NULL,"16020306","160203060302","Snake Valley Wells",48,"39.63426600","-113.27122500",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4634.70000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431865",NULL,"460.00000000",NULL,NULL,"393803113161601",431865,"1",NULL,"1",19,"0818012M00(1)",NULL,"Snake Valley images/Site 19 photo.jpg","Logger removed for sampling 6/10/09; Logger dead from 09/30/11 to 12/08/11","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW19AC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW19-development.xls","Solinst until 7/15/09, then Global Water","0.20000000","2009-12-04 00:00:00",NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009CD6A1A2940392D68BFCAF0830313033","2.17000000"
250,"393806113161501","PW19B","Well",NULL,"16020306","160203060302","Snake Valley Wells",49,"39.63489500","-113.27096000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4632.30000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431864",NULL,"420.00000000",NULL,NULL,"393806113161501",431864,"1",NULL,"1",19,"0818012M00(2)",NULL,"Snake Valley images/Site 19 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW19B-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW19-development.xls","Global Water","0.25000000","2009-12-04 00:00:00",NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000096E7BFA29403B898E0FCAF0818000000","1.69000000"
251,"393803113161602","PW19C","Well",NULL,"16020306","160203060302","Snake Valley Wells",50,"39.63426600","-113.27122500",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4634.70000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431865",NULL,"460.00000000",NULL,NULL,"393803113161602",431865,"1",NULL,"1",19,"0818012M00(1)",NULL,"Snake Valley images/Site 19 photo.jpg","Logger removed for sampling 5/20/09-5/21/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW19AC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW19-development.xls","Solinst until 7/15/09, then Global Water","0.30000001","2009-12-04 00:00:00",NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009CD6A1A2940392D68BFCAF0800000000","2.46000000"
252,"393714113242001","PW20","Well",NULL,"16020303","160203030206","Snake Valley Wells",51,"39.62066200","-113.40559000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4721.20000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431866",NULL,"760.00000000",NULL,NULL,"393714113242001",431866,"1",NULL,"1",20,"0818013M00","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW20-caliper.pdf","Snake Valley images/Site 20 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW20-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW20-development.xls","Solinst until 7/15/09, then Global Water","0.10000000","2009-12-03 00:00:00",NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BCB0F3B393038182C7F0AF0830433030","0.93000000"
253,"392413113514703","SG24C","Well",NULL,"16020301","160203011202","Snake Valley Wells",60,"39.40348000","-113.86301400",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4820.10000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432098",NULL,"116.00000000",NULL,NULL,"392413113514703",432098,"1",NULL,"1",24,"0818019M00(3)",NULL,"Snake Valley images/Twin Springs Wells photo.jpg","Logger removed for sampling 7/28/09-7/30/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG24C-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000","2009-12-02 00:00:00",NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000949B8BB690039EE1CF95AE0880000000","1.91000000"
254,"393331113533003","SG25C","Well",NULL,"16020301","160203011502","Snake Valley Wells",63,"39.55866600","-113.89172000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4789.10000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432141",NULL,"116.00000000",NULL,NULL,"393331113533003",432141,"1",NULL,"1",25,"0818023M00(2)",NULL,"Snake Valley images/Site 25 photo.jpg","Logger removed for sampling 6/16/10-6/18/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG25C-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.10000000","2009-12-03 00:00:00",NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B5C0E4A3900396F2D4BAAF0801000000","2.16000000"
255,"385628114025701","PW01A","Well",NULL,"16020301","160203010807","Snake Valley Wells",1,"38.94120800","-114.04920000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5312.70000000","ft","Digital Elevation Model","NAVD88","UT","033","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430279",NULL,"1847.00000000",NULL,NULL,"385628114025701",430279,"1",NULL,"1",1,"0718001M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW01ABC-multi.pdf","Snake Valley images/Site 01 photo.jpg","Logger removed from 7/29/09-7/31/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW01ABC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW01-development.xls","Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008F8BDA8C8F0398E7A0B1AA0832303639","2.58000000"
256,"385628114025702","PW01B","Well",NULL,"16020301","160203010807","Snake Valley Wells",2,"38.94120800","-114.04920000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5312.70000000","ft","Digital Elevation Model","NAVD88","UT","033","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430279",NULL,"1847.00000000",NULL,NULL,"385628114025702",430279,"1",NULL,"1",1,"0718001M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW01ABC-multi.pdf","Snake Valley images/Site 01 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW01ABC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW01-development.xls","Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008F8BDA8C8F0398E7A0B1AA08923A01AD","2.28000000"
257,"385628114025703","PW01C","Well",NULL,"16020301","160203010807","Snake Valley Wells",3,"38.94120800","-114.04920000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5312.70000000","ft","Digital Elevation Model","NAVD88","UT","033","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430279",NULL,"1847.00000000",NULL,NULL,"385628114025703",430279,"1",NULL,"1",1,"0718001M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW01ABC-multi.pdf","Snake Valley images/Site 01 photo.jpg","Logger malfunction from 12/2/08-2/9/09; logger removed for sampling 9/16/09-9/18/09; logger removed for pumping 6/17/10; batteries dead from 8/28/10 to 9/14/10; logger removed for pumping 1/19/11-1/27/11","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW01ABC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW01-development.xls","Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008F8BDA8C8F0398E7A0B1AA0830303030","2.18000000"
258,"384651114025101","PW02A","Well",NULL,"16020301","160203010905","Snake Valley Wells",4,"38.78088800","-114.04747000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5459.30000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431934",NULL,"998.00000000",NULL,NULL,"384651114025101",431934,"1",NULL,"1",2,"0818011M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW02AB-multi.pdf","Snake Valley images/Site 02 photo.jpg","Logger malfunction from 9/8/14-12/8/14","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW02AB-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0DABB888F03999BBF87A90800080000","1.43000000"
259,"385643113594701","PW03A","Well",NULL,"16020301","160203010906","Snake Valley Wells",6,"38.94545700","-113.99622000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5325.00000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430534",NULL,"968.00000000",NULL,NULL,"385643113594701",430534,"1",NULL,"1",3,"0718002M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW03AB-multi.pdf","Snake Valley images/Site 03 photo.jpg","Site includes Barologger; logger removed from 3/13/09-5/21/09 for pump test","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW03AB-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW03-development.xls","Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000096A5D3B88F03A0BDA6B4AA08206EA381","2.20000000"
260,"385649113594601","PW03Z","Well",NULL,"16020301","160203010906","Snake Valley Wells",8,"38.94576300","-113.99699000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5310.60000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431726",NULL,"220.00000000",NULL,NULL,"385649113594601",431726,"1",NULL,"1",3,"0818010M00(2)",NULL,"Snake Valley images/Site 03 photo.jpg","Logger removed from 3/13/09-5/21/09 for pump test; batteries dead from 8/14/09-9/17/09 & 8/2/10-9/13/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW03Z-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000080B4A5B88F0382EAD1B4AA08B6847C74","1.74000000"
261,"390059114000403","PW05C","Well",NULL,"16020301","160203010807","Snake Valley Wells",13,"39.01631500","-114.00123000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5079.70000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430214",NULL,"1000.00000000",NULL,NULL,"390059114000403",430214,"1",NULL,"1",5,"0718001M00(4)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW05ABC-multi.pdf","Snake Valley images/Site 05 photo.jpg","Well purged 5/19/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW05ABC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW05-development.xls","Global Water","0.30000001",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008CAFFEB68F03A6A3B9FFAA08003F0000","1.39000000"
262,"391156113541901","PW06A","Well",NULL,"16020301","160203011004","Snake Valley Wells",14,"39.19877000","-113.90526000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5000.90000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430533",NULL,"390.00000000",NULL,NULL,"391156113541901",430533,"1",NULL,"1",6,"0718002M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW06D-multi.pdf","Snake Valley images/Site 06 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW06ABC-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW06-development.xls","Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000097CDB68C900389D482BEAC0800000000","1.12000000"
263,"390637113553101","PW09A","Well",NULL,"16020301","160203010907","Snake Valley Wells",24,"39.11031700","-113.92557000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5126.00000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=430857",NULL,"265.00000000",NULL,NULL,"390637113553101",430857,"1",NULL,"1",9,"0718003M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/PW09B-multi.pdf","Snake Valley images/Site 09 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-PW09A-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/PW09-development.xls","Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009CC4D6F88F03A1FDF5E0AB08900389D4","1.09000000"
264,"390425113585201","AG14A","Well",NULL,"16020301","160203010807","Snake Valley Wells",36,"39.07357400","-113.98102000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5010.40000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431477",NULL,"65.00000000",NULL,NULL,"390425113585201",431476,"1",NULL,"1",14,"0818005M00(1)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/AG14BC-multi.pdf","Snake Valley images/Site 14 photo.jpg","Logger removed for sampling 5/20/10-5/21/10; battery dead 11/20/10-12/07/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-AG14A-lithlog.pdf","http://geology.utah.gov/esp/snake_valley_project/logs/water_development/AG14A-development.xls","Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B2A4D5C98F03A9DAC1BBAB080000000B","1.57000000"
265,"390426113585201","AG14B","Well",NULL,"16020301","160203010807","Snake Valley Wells",37,"39.07379000","-113.98093000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5009.80000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431476",NULL,"317.00000000",NULL,NULL,"390426113585201",431477,"1",NULL,"1",14,"0818005M00(2)","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/AG14BC-multi.pdf","Snake Valley images/Site 14 photo.jpg","Logger removed for sampling 5/20/10-5/21/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-AG14BC-lithlog.pdf",NULL,"Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A1F5DFC98F0399D4DEBBAB0830300000","0.84000000"
266,"384347114025601","AG15","Well",NULL,"16020301","160203010404","Snake Valley Wells",39,"38.72976700","-114.04902000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5528.40000000","ft","Digital Elevation Model","NAVD88","NV","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=431630",NULL,"180.00000000",NULL,NULL,"384347114025601",431630,"1",NULL,"1",15,"0819001M00","http://geology.utah.gov/databases/groundwater/images/snake_valley_logs/geophysical_logs/AG15-multi.pdf","Snake Valley images/Site 15 photo.jpg","Batteries dead from 8/11/08-10/29/08; logger removed for sampling 6/15/10-6/17/10; battery problems from 9/10/10-9/11/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-AG15-lithlog.pdf",NULL,"Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000B1BCB0858F0392EDB5D1A80830313030","1.56000000"
267,"395312113244801","SG21A","Well","Fish Springs","16020306","160203060405","Snake Valley Wells",52,"39.88659700","-113.41334000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4309.70000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432029",NULL,"24.00000000",NULL,NULL,"395312113244801",432029,"1",NULL,"1",21,"0818016M00",NULL,"Snake Valley images/Site 21 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG21A-lithlog.pdf",NULL,"Solinst until 7/15/09, then Global Water","0.00000000",NULL,NULL,"9049",NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A7A692B5930393D49F8AB2083030006D","2.43000000"
